experimentPhase	trialnum	subject	task	noisePercent	targetLeftRightIfOne	baseAngle	resp0	answer0	correct0	whichStream0	whichRespCue0	responsePosRelative0	streamLtrSequence0	streamLtrSequence1	streamLtrSequence2	streamLtrSequence3	streamLtrSequence4	streamLtrSequence5	streamLtrSequence6	streamLtrSequence7	streamLtrSequence8	streamLtrSequence9	streamLtrSequence10	streamLtrSequence11	streamLtrSequence12	streamLtrSequence13	streamLtrSequence14	streamLtrSequence15	streamLtrSequence16	streamLtrSequence17	streamLtrSequence18	streamLtrSequence19	streamLtrSequence20	timingBlips
main	43 	Alex 	 oneCued 	 0.0 	 left 	 296.04341186 	G 	F 	0.0 	0 	0 	2.0 	NWILHCBFZGEOUPJRYSQVMXDTAK	UDBGMREAQHNSXKPOFZWJLVCYTI	TCRXMQNKUWYESBDFGPJOVLIZHA	AIZMETUWRSBQPOCXYKGNDFHJVL	VZALCNXWPGRHUSJKQEBYIMTOFD	CIJRWYTKESAMQDUZLFVXGNHBPO	FTDMQIUANPRSGKZBWEXVLOYHCJ	IPZXJHYVABGUNSOMCDQTWFLERK	QOFTIAGUKBMXVLRPZJHDNEWCYS	LGNXVZIMCFBPSOJTEHKAUQDRYW	ZNGVKQEXMWRCLBJOPTSHDAFUIY	HIYUWEMXQJGTLZNCDBVKSPFROA	HTNPUJIFMBSOWVEGLACDKYXQZR	NBSGAUYEHVLJIZWPKTRCXMDQFO	GWXNOCKJQARIBEZYTLDMUFHSVP	YVERXFSNDPJMIGQBUZHWCTOAKL	FUOWVCPKJQYXIBEGTLMNRDASZH	FXLKUWDYSQZGBMCVIREPHAOJTN	RZSOMIPJKUNXQFABCHDTGLWVYE	BAFCWRGOZJPQXNSVTMHDIKLYUE	AMWYCLRHZJTPNFOGVDEIKBXSUQ	0
main	44 	Alex 	 oneCued 	 0.0 	 right 	 109.474434457 	W 	Y 	0.0 	16 	0 	1.0 	RQBGIVYODPKUEHAFLMSZTNWCXJ	GPZBDHOEQLSCVXRNFYKUTJWMAI	FOXJHERSUAMCTKWIBLQGZDYVPN	UINOPDQLMZFYCVGKJTRASEWBHX	WYOAHDXBPQTCGKIRNLESVFUMZJ	FPQENILVGOHDWMZKJYBXASRTUC	XGNKCFHUIYSZMVDTRPEOABQLWJ	LFMVSDEHUXINQCWBKTRYZPGOAJ	KNVTOSHAMYWPGEZDUJCRBQFIXL	CEGJVKWYNUQBLDOXZIFPAHSTMR	LKBISWTRNUFOMEYGZHDQAVCJXP	QKIJBRXMCDEYSWZUGOAHFLVPTN	SWIOEPAXHZMDFGRJVUNCKBLQYT	DYWIOZPEFRBHAVKMXNSCQLUGTJ	HAYMJZGKRETILPNOQDWVBFXSCU	VYJBDMAILRWCXKOSUEPFGTNHZQ	BQSIRZMDPEYWXVFNHATJCOLKUG	BEWLPXZTIMQNJDHASYROKUGFVC	EISJRKFCHUZWNDLMGXVBYPTQAO	GCZRABDVELJXUNFTHYOPQKMSIW	TSBDEUCQWFKRHZVXMOYNLIPJAG	0
main	45 	Alex 	 oneCued 	 0.0 	 left 	 235.279865645 	A 	S 	0.0 	3 	0 	1.0 	GAMOLSRIZFYEUDBPKNXCJTWVQH	DBRTFGAMCKIZHJENQUSWOXYPLV	RFDTVNPCXKAJQGUMZOHBWILEYS	HMOQFPVTKXSAZYNBJGUEIWLCDR	DKHEQBRYGNIPZCLVWJOXMTSUAF	ZMULJKTYIORQNFSDGPBAVCWXEH	HETWDSYKVUCFMQABLRNGJIPZXO	LOEFWXPVNTACUZRJSKGBYIDMHQ	OIRKEWQSAVUDXHNCMYTFPLJBZG	YODHZLFRSTWIVEXJCBNAGKUQPM	DYETPFULNKMSWRZVIXCABOHQJG	MOGRCZPWDUNFLSKEJBXHYVQATI	JBTORLDHKPICMNAZUYSXEQFVGW	TREIDUQVPNKBOFYSJLACWHGMZX	TNWPGIMVKUAEJOLYFDXZBHRQCS	DSHLIKEMXFVQOYTACBZRWGPUJN	ILFRJOSVYGABMKPEZXQWDCNUHT	ZUQJMFNRKDPXYIGCAOSLHETBWV	FCTRXOQHBIAEYDZMGUPSJLVKNW	ZKNOMSVAUWQTXJIPBYEFDCLHGR	LMHPUCTRWDZVEJIYXFBSKNAOGQ	0
main	46 	Alex 	 oneCued 	 0.0 	 right 	 168.857683009 	T 	S 	0.0 	4 	0 	2.0 	WMVZBNDCLXTQRHSKYOPAEIUFJG	SKPWIRHGDXQVOMLBCAYJETUNZF	WMRPISFZJQCTUOAXNVBEHLYGDK	JSVXBKOHCRQYTIUZLFGNADWEMP	RPWGCEQNOSZTXLIDJFHUBYKMAV	IKXNOSCVFPUEQRLAYTJBWZHMGD	SGTJRHMCVNIEBFKULDWAYZXQOP	RMCOZPTJIXKDBQAHNEUFWYVLGS	UNCFWTZKVYOMLRXIDAEBHSPJQG	IWYCZFKVJURQGBAPLMHDOSXENT	CYPULRFTQXHBGMNJOZVKEIDWAS	MAYZXIFRSWEOLKCUVBHTQPNDJG	KVSYXNRZCJOTEWIPHQBLDFMGAU	CPDHZGIQLXVJOBYKNSETFMUAWR	ZYABEMLRFCSWVHIQNKUXTJPGDO	SNXOLYPCBTHUGEVMZWRDAIQJFK	LGINBRDVUHZWKOMTAXFESQCJYP	HANXIGKBWOURQCJFELVSPZTYMD	MIOJAVQGYXCSDEHNULPWTZBFRK	BTZMOYWDIEVQKLSFUCPXHJGARN	BPNXRKGLYFJIZVWUOMHATQCDSE	1
main	47 	Alex 	 oneCued 	 0.0 	 left 	 101.994384089 	F 	H 	0.0 	10 	0 	2.0 	DEZKYPOUTBIFJMNGQLAHXRWVSC	UMGYTPWEAORBNICSDQXLJVHKFZ	QZGTJYENAHUPVWXIRMOCFDSBKL	RHWOACJQKPDXSMVYIUZLNEFBTG	UJCSKYBAQMVPFZNHOIXLWGRETD	IZVDRMWSJUOCFTHBNEKPYGQAXL	VURTHFISZODPQJELCGBYNMAXKW	IUDXLVZHQCBKWRFJGOAENYSMTP	RZUCXHOJWTYKIPGEFDQBALSMVN	ELQJVAMGTZDCSHWORFKBXINPUY	YWLNPAHGFIXBCSVTKDQRJZOMUE	KIXDAMJEWFUYHVOQBGNSRTPZLC	SWUQEHFDOCRITMPKGXYZVNLAJB	EJTUHMRPACOBSVGQYDLIWFZKXN	CIWGOQNFLMHSZTBEPJRYKXUVDA	RJVPKDMEUFNGZHBOIXACWYLSQT	QDHYBSNLGPKMIVEZFCRXOATUJW	AHPYEOCLTJBWUZDKMGFVNISRXQ	LCHKJWMDAURNOVFQBZYGXTSIPE	VQBAUIWDYTSGKOEMZCHXLFPRNJ	SOHVLGXFPETYWDNCQJMKIBZURA	0
main	48 	Alex 	 oneCued 	 0.0 	 right 	 106.999756137 	R 	R 	1.0 	2 	0 	0.0 	ZHOUNCLXDAVGPEFKYRWTBQIJSM	SDRIONGWMYXETUHKAZJFCLBVQP	CBYVNGERFDMPQASXKZJUHOWILT	XSQPAMCFBYKVERWUGTLZNDIJHO	ZPTEXOQSVDNMBCHAKWFURJLGIY	RDKNYJMLSUQPCWEOTXVAIGZHFB	KNJMHARBGLXWYQIZTVPDUFOSCE	PJFUEHRIODNAMSQYBWGLCXKZTV	TZXORVYPNJSDFUQMIAHBCGKWLE	EDMACBWLJFQVOIUYTZHRNKPSGX	MXLDTRKVUWEFGCOJQSNZHPBYIA	WXIDTOEVQUASLFRBJHZCKGNPMY	OUBTFGXHICYZEARQMNVSDJWLKP	TRCPNEMLQFSUXIJKGHBVZYAODW	MQKHVAXPENOBJITWLCRSYFUDGZ	BRZDOWPVUHQFENJLAGICYXMTSK	LHSGKEADPYITUJQXVZOWCNBFRM	KCPNGFZTAIRBJLYUSDOXHWQVME	QIAVOXHJZBNWSFLTRPGDCMKYUE	GRAUZSPLTQNFIJMKOBDVXHCEYW	AODHVXCWBGLTZKRPSUNJEMFQYI	0
main	49 	Alex 	 oneCued 	 0.0 	 right 	 355.854892661 	S 	B 	0.0 	3 	0 	2.0 	COWUVMSHELANRFDZPQBJYIXKGT	QNPWOSARZVGUFDTJKYHEXLCBMI	ZVYBOMPLEIRFKDQAGXHTJNCSUW	WFOYLQVEAKBMSJCNZDHPTIGXUR	LSMAFJTRHWVKPQNCYBDGOXUEIZ	PKULHXRZINTSQOJCEGMWBFDYVA	VEPRJMGDNWAKCHYQUFTZSOBLIX	ECUDVMQAGOBJKNZLTRSWIPYXFH	HCWFDLXJSRIUPEGTZNAQKVMYBO	ZRHFUCLSGOQAIPEJDWYMNXKVBT	AEXIGOZUNPMFCJBRSVHYTLQKWD	NQOPAHTLGVIBJZKYSECMDRFXUW	RPADHENMOGLBYXZQFSKUTCWIJV	BKXZOCHDYVSFPUAWEMGNQRJITL	VJBCGUMSRIYLTHPOZNDQKWEAXF	HNESJOQLPBRYXWKDCAVMTFUGZI	HMGEPIJZYXRAVKDQOBCSULFWNT	KDORMWHJBFLTQIYGNVUESAPZCX	HLNQRSDWKGMTPYCFXOZBUEJVAI	GVXKCMUYLHBTWSANQJOZRPEIFD	WTVLEHMXKSCIDQZOGJFARNPUYB	0
main	50 	Alex 	 oneCued 	 0.0 	 right 	 49.6516792756 	A 	Q 	0.0 	9 	0 	1.0 	MUKRIFBOWJYSXZEQVPNLACTHDG	MODAGRPTQUXEJCNLBFVKIYSHZW	QUMWNCTVGYIZEXDPSAORJBLKFH	ICURHYFAJXKENBQTPWSGMLOVZD	SJIERTPXFUMKAWQYHCDBGLZVON	IPNGZXCTYMLKEHOSRQVUABDWFJ	MOQXPGLUIWKCRJVSDEFAZBYNTH	ASHDCGIMPLUXNRKJVFTQBEWZOY	HJSFTOUBREVLCQIZPYWXKNGDMA	HDEXICNQAOTGVZKFWSMRLUBJYP	GLHZUAOQKNRXIETCBYDMVWFPJS	XYJBKCZGDFPTHUIQOSMRAWENVL	HCWVPOYXISFETRDZKUBJQMLGNA	NIHAGSEBYVQWMUJTRDLFPOZKXC	XVPALFOINUWCJMYGSBHZQDRTKE	AIMQVXRENPLJTDSYBHWUFKZCGO	NUZFSEJIXOWGDPYARMCLKVTQBH	XLFTSNAVMZRIDOCUGWPQKHEJYB	BXUWPSVLDAYCGZIQHOFJKERMTN	YMFSHOQACXTVNIZRDJEPLKBUGW	CPYAXVLMDSRKTBEUZHJNWFIQOG	0
main	51 	Alex 	 oneCued 	 0.0 	 right 	 280.537269047 	N 	D 	0.0 	0 	0 	1.0 	ARLUXIDNFJMHTWOBPZYSEKQCGV	QFYZJOLXKBRSGAECPDIWTMVHNU	NQKLXWMEBISPZUVTJGDHYFOCAR	DIBTVWHRGQXZAMKYFNOJCSEULP	QUXGCPRDWKAJHIOYBSZELMTVFN	YBLNUVSHPWKIOACZERDQTFJXMG	VIJFPSKRXOBNATEZULWCMQYHGD	SBPANKCETGZWLJQURDXVOMFHIY	WMPYICFHGZLXBVJEADQKRSTOUN	DULZSJHGVXFTIEBWOCRNMPKQYA	GYLJIKEOVQWMSHZCDPUTFXBARN	BCXJWVHSEDOZIKPNRAFUGLMTQY	ZUMQNEWRSDOXTKBACJYPIHVGFL	ILEWTSQFJNOKZAUYCMBRGXVPHD	DUKBNYXHGQCEZITVJASRWLMFPO	RTJCMNFYEBGKVAZWSIXPQDLOHU	OCVIXMENGFKBLJPDAQWSZUHYRT	HZKDACVUPNOBMYSWGEQLJITFXR	RZNEQGFHKDPVSOMWCLTJXYIUBA	JGXVZLUPYQCNOASDTMRHWEIKBF	TBQHWUFVLSJNOPEYMZGARXIDCK	0
main	52 	Alex 	 oneCued 	 0.0 	 left 	 13.5701925853 	O 	G 	0.0 	0 	0 	1.0 	UHVYJIXQAGOLSWECMPFTDZNBRK	BRATUJYXSMLNCVFIOQDWPZHKEG	ZAXWKOHQFCLJGYDMPNVUTBSIER	IWSBLCHFGQJKUODRPXMNEZYVAT	BZILNEGATCJXQWOFMSUHKYDRVP	BNVEDIQWXCJGRMFYPULKAZSTOH	OIFLJAWGMBCDUSPXVNEHRKZQTY	CUSBDXPRJGMEFHLWNKTIAVYQZO	UZYMTLFBEXRODVPIKGCHSJAQWN	KCMGWAIVPQBSTZEOLUDNYJRHFX	RLCZIJDHYXNSOUFWPTVQEBKAGM	JZVSDXMEQRHONYBUFIKTAPCGLW	NHCWEBUYLVZKPODFQRAXGSMTIJ	PCVTAKEBWQGJXHNMSOFLYZURID	ADSJVKCLUZEQTIXWHFMPNYBOGR	SNCTRHJOWYVQDFIPGMBLKAEUZX	IWTHSUMROZAKQBJFEGNCDYVXPL	YBWJOUKDFXICEQNTLRZPGHVSAM	QVMNOKFTURDYGAZBEPIJHCWXLS	FKZSMXPGAHUOLETCRVBJYNWDIQ	HCFUWTAVKDMZIJYOBQRXELPGNS	0
main	53 	Alex 	 oneCued 	 0.0 	 left 	 123.990430915 	H 	S 	0.0 	10 	0 	1.0 	MYQSWOBPFNDXLCKGZIJRTHAUEV	GSMWXTFINBEYQHLJROZUPCDKVA	ITQCDWVXYNMOKEHGABUJPZFLSR	IQNPDYZCSREHUAOBXWMJVKTGLF	JWOMIDKNYXSLVGTBQFCERAZPHU	AHSYJFDXZOWEQVUPMCLRIBGKNT	SZQGICFYXKERWNLTAVHPJBODMU	WLSKVMYRXFUCDBQOTIZEGHJANP	RJEKOZYHBALGTUIWQPDCFVMXNS	WQTOVPHEGNIZSXFMLDACUJKRBY	IFGPYWXBDSHUZQCAEJVMLNOKTR	MIEPWGOHDUBQNZSJRLXYCFKATV	DXCMJRKNLZTWYOGIHESBFQVUAP	GYJSKOTXZDNMVRABFHCPULQEIW	GTRPUAWNCSHOEDVKBJQMZILXFY	SPWOMURHALTXZBEVDKGINFYCJQ	JZYLWFRHTBXVCNOAPEIMKUQSDG	IEFAKTZBMGDOHQRJWCUXVNLPSY	OGDNEMPTCHJIUYVLWAZXBRSFQK	XFBAPTCIDGYZVRSUOWJQHNMLKE	YKLHPIXCEGVOWSAQZFRBUMTJDN	0
main	54 	Alex 	 oneCued 	 0.0 	 right 	 211.969644889 	W 	M 	0.0 	18 	0 	16.0 	PNCMUZHALWRFTJSDBVKQGEIXYO	JMURKTANWHYXELPGDBQIZOSFCV	WZSNACPEMRBOIQDYGXJTFHUVKL	ITNVKUQMEPHCSYDFRABGZOXJLW	TZUCRLNJVMDGHBXQKAYSFWIOEP	QHDXERNYTZVSKJWOPAIGLUCBFM	WEABYUGHPIMKQTLDVOSRZCFNXJ	GHASVKDUFXPZMQCNROEIBTWJYL	NIGWLCSRYVPXFMEATQHDUOBJKZ	JOVUMFXTAIEHNZKCPGWBQRLSDY	AQJOBWEYVUHIPMRNTLXZDFKSCG	FAZYQDKVSGWEJTUPOBLHRINCMX	SIGZHWRPOBJLAYUECFQXNVTKDM	XPCLGODTMWIHKBREJSUANZVYFQ	KXAMNPDTJIVUEGSBYLWHQCFORZ	YALKVTJWZXCBPEMNIUHGDFSQOR	AQDLMORJEIKNBCYUSWTXHZFGPV	RAQNWDLYGSCITMEBHPUZOXFJKV	ZUQKVJMOGAHCTNDPSYEFLXWIBR	CYBLVTQSDRFAGIMPHZJKOEXNUW	XKHCAIZGWMYSPTEULVNBQRDOFJ	0
main	55 	Alex 	 oneCued 	 0.0 	 left 	 12.6224083547 	N 	F 	0.0 	1 	0 	1.0 	TQJRBISDEVLHMZNOCUXAYPKWFG	BLVYJHQFNUKSDWPZEOIXCGTRAM	HVBGUXAESCRLTMPIDZYNOKFJWQ	DXSAQJPOLIHGYTEVCWBRMKNFUZ	QVXALWUZBOPSCMDNIHRTKEGFJY	EPZABGXKSILTRCYWDQHUVMNFJO	HFMBLERUZWDVJTCQPIYXSGKANO	XWMIQOETHJYVCRFZGUABNDPSLK	TXBILMRSFQHCUDEVPNJYOGZAWK	CYHQBOJGTUVXZLFDIREMKSNWPA	NXHTQCJESZBPIMLVUADWFRYKGO	IHFMWAGZESXURBJKVOYTCPNQDL	AZDSOYIMQPHKVGFERWTCBXLUNJ	VQALHOPJEDGYNKCITXFSWRMBUZ	WFIMXHPGAZKESNVYUDQLRJTBCO	ISXDJEYQTVCZNBULGKPHOMAWFR	DXMHAEWZFVBCUSJGINOQLTYPKR	VOCEXSDRTJIFUQPWYMKAGNHBZL	JWKFQODZPAHTELSVRIXBCGUMNY	ASLBHXKOUDPTIRZVMQYNECJWFG	BPLIGQNZKCAXUSFJTEDHMRVOWY	0
main	56 	Alex 	 oneCued 	 0.0 	 left 	 113.892038654 	E 	C 	0.0 	15 	0 	-2.0 	OJUNIGYVKHPWEFCLQBTRSZMDXA	PAVDJIZYSXMUKWEGTCQFRLBNOH	QEHFIYUTNMKRCLABZGJSOVPWXD	EAFOTZMJHPRSDUIBKCQXLWVGYN	RVJONPYBLSQETGHXUZWCDFMAIK	OMRYUGNBTQXPDIHKFJSAVWCZEL	ZNOQTEJXILVHPKCYRSWUDABFGM	XOKFSNYPCMTAWGLZHVJIUQREBD	VFJHIORXDCKSWTYUGNQZALEMBP	LIAEBWGSHPJVFZDCOKNYXRTMUQ	ZHGXVASNQODKURPWTBMEYCFJIL	IBRMUQASXGLVJEHOWPDTZCYFNK	BHDLPZJNUVORTGCYSQFMKEWAXI	BFURLHKWVMCOXSYNQJADGPIEZT	XKMDNRIEZFJYWSTHQCAOVBPGLU	JADTEKCZFGXHNVYMWPSRQIBULO	HXSDYVTAQZMGKCIUWNFLRPEOJB	BDFXNGSAZYEQKITCLJVPOURMWH	WITEMFVBJHDXSNGPQYAUZCROKL	PYNBWKEIAHZRTVODSUFGJQMXLC	RVHXQNBFUMTOELPWCYIDZGAKJS	0
main	57 	Alex 	 oneCued 	 0.0 	 right 	 354.294620772 	E 	I 	0.0 	3 	0 	1.0 	RLVMWOHSTGNBIKQJEUYFXZPDCA	OGCUAMVWLKTDQXZEPNIYFBRJHS	HIYCDTXMOWABKSQLEFRUPVNZGJ	QBLPWYVSIEFONHDRXGAKZMJCTU	VLXKTSCEZUIPADFMGYQOWRBJHN	TSKEQLNDBWGVIXRYUPAZOFJMCH	QMUSOBNLXZPEJYWVIFAKHTGDCR	BLKYNUDSWAMZOCXGQIJRVFPTHE	IMDYKVWPTSAXJULQZOEHNCRGBF	OXJRVPLNGEDUYFBIKZQHCMWTAS	QBJOUZRVXNDAITEGLMWFKCHPSY	PFTAYBEUGXCZIQWKMSHNDJVLRO	DICRXUPGOVLEKZAMSTQFYNWHJB	DPYGZRHOQXTSMAEFLJUBKCNWVI	OKFADVUQNLMSGCBYPJERZHTWIX	LHWSUOJICFVQYEXDKRMNBTPAZG	WESJDLVQCBUNRIHFKPAMXGTOZY	VOFTNKIGZAEYQDJRLPSCWXUBHM	AYFJRXZIBLTCMUWGVKPHNOEDQS	VCLJQBRUXFKPWGDTHAMNZYOEIS	UAHMRGKSOJYWBZXCVNIPTFEQLD	0
main	58 	Alex 	 oneCued 	 0.0 	 left 	 1.07858348788 	Z 	E 	0.0 	20 	0 	3.0 	OLICRJNAUZVSTMKEGQWFDYHXPB	XGJYWVLEMOUNZPTKIQFHDSABCR	AEZSCQVXMLNJYDPFOBRTGKIUWH	SGZABHDVEKCPQXNTMUFJOYWIRL	TFYPWLAKVNMCJUESBXZOHRIDGQ	UIEJOWXAVLKZGFRTQPSNHCYDBM	WROSUCNLKJVEYXGIQBZHPFMATD	ROBNCJQDAUSWHMLEKIYXTZPGFV	WZNSUVXFMBPRJGCEHYAOLDQIKT	YKODMETQVUHSZFPJRLCGXNWBIA	RINEVUXYJTPFWGOHMALBDKQZSC	BDIWSTZEJMVOFHLQYRCKUGXAPN	VGCYXJORTEBIDKMAQHNUZPLFWS	JXKPMWGCVODEFSIBYNHURQALTZ	TYNLBDRCJAHWPIFUVQZGSKXOEM	TNLUDFPYRCEXJVWHIMGOZSBAKQ	JRZLGMYETIUVAQSHFKBOPDXWNC	HYPTRVLMCWOAZJNFSUGKDQEBXI	DCGNTYLOMABWPHESURQXIJVFZK	GXJTDCYAMULBOFEKRWVHIQNPSZ	KQBWURJNEGSZALDMVPOYXFIHTC	0
main	59 	Alex 	 oneCued 	 0.0 	 left 	 93.6883437556 	X 	Z 	0.0 	12 	0 	1.0 	CEXQYJZNIUTKMOLDFARBVHWSPG	NEUOPXSDHGTCAMKQBZLVYFJRWI	IAHJSUTXVDNKRPGCWMBEQOYLZF	YEVWKJMZFCAUTIHOPSBLXNDRQG	XGLNFUWMYQVEKRZCBATSIOPHDJ	LEQITAZGVYJSKNFRWDPBUCXOMH	FWTDRYXVJNPEMGUZKCQILOBSAH	RCNDMSJBUYHAWGXVFQPZEILKOT	QFCRKDYZVIOXANPBLHWGTJUSEM	FYCNJMUQVBKDXAGOLWZSIEHRTP	NJBRHESGMYITUWDFKPQAXLOZCV	HTBKJONDRPWMLGEUYVZFCXSQAI	FCYUTVJLONZXEIBSWPDAHKGQRM	VFCEAYDUXILHWSTOBKNMZRJPGQ	LAWFEHTJQCOZBUDINSMVGYXKRP	VSZMIOBPCDHWKYLEQTXJFRNAGU	VQWXSUCNYIGDMRBEZLKPOAJFHT	LCQJWVBNFYDMRSTPUKOAXZIHEG	VIOQKMCSYGENFHPJUXTLRBWAZD	PQHKOJXUZBGTYWSEACMNRIFVDL	OIHAXLGTCRPYQMKWSJVBNDFUZE	0
main	60 	Alex 	 oneCued 	 0.0 	 right 	 260.245264921 	A 	U 	0.0 	17 	0 	4.0 	BKTSWGHEVQXDZPMUOCJRFLNAYI	HWZQEPRKOAVMCLBDTNSGJYXFUI	OAGEYTPBHWVNCLMFJQDRXSIZUK	EMYXJOFCKIRNTVQBDSHUPLGWZA	BVXDHPMTUCONQERSILYFZAKJWG	GUPBNIHMZWXFATRSQELVYCKJDO	BDCWOGRTEHMAZJXLKQIYVUNPFS	WEQIGYUTJHZKSXBRMPAVOFLCDN	SGFXELYPCVIZMBRUJNATOHQKWD	LISREMTFKAXHWZBGUYJNODCPQV	NJVSICOMTBZDQGUAEPXKLFWRYH	AKUCZIJOQXNBHWERSYVGDTLMPF	NCYPQJXTHGSBFDIWVALUEORZMK	KUFQRELTYSGPIWAJZBOXDNVHCM	AVMWIFJOEKYRGXUQNDBZHCSTLP	VBPSXZKDIQGELUJFMNOAHTYWCR	IKANRWUGOHSYBJTQMFPXDLCVEZ	VWDPQZLOUMXEANFCTRHIGKJBSY	MFVYLKREUHBTIGSWCANXOQZDJP	KBUFOJDTLNPYCGERQAMVSZIHWX	BCAJTSMDWEGLZHIXNOUPYKQFRV	0
main	61 	Alex 	 oneCued 	 0.0 	 left 	 113.892038654 	E 	D 	0.0 	7 	0 	2.0 	EMWXNYQTZGBRSPKHLIAUOJDFVC	LFBCVZIQKYXHTOMSUNGEWPJRAD	LXZJDNHPGCRYOFUWAVIKMETBSQ	NODXVCUZLMAPKSGIJWBHFYRTQE	PRWEGNODVILCXTHUQAMFYZJKSB	XHBAJSTGMUIRZOKLPVENWCDFQY	KCWVIXPDRBTHFQMULZJSNAEOGY	FIGWKUDXEQARJPSCTHLYBZVMNO	WOGAJXVYZSPTLEUICBFQDHKRNM	CNAIJWVUBYPKRSTXGFZDMQOLEH	IYRJQGXPNSLHVEZOWCMFKDBTAU	ZPTGERMWCJSDVBQIXAOLUNYHFK	EFHWTVGMAQLKSYOBZIRDPNCXJU	IGNSOHRJYBDTLMXZQUWVPAEFCK	PCAFDTEBZOHVWJRSGMNIXLYUQK	CPUIXHOVBYALZQDFEKNMTRJSWG	LAQJFKUNEHTZSWYVGMCOPBDIRX	EBDIAOHZSPRQUTXFKNCGJWLYMV	UJAXPLGVCQBNMSWFHEODIYZRKT	XCFDENAWQRMUPHOGLBJZVTKISY	VENAYZLXRICPGDMQJSUWKBHFOT	0
main	62 	Alex 	 oneCued 	 0.0 	 right 	 109.474434457 	X 	H 	0.0 	19 	0 	2.0 	EMWFDXTVGYOQIZPCKNLARUSBJH	PTBQKOGYACUIMXEZVSDHFRWJLN	FIBERJSUQOYVAKZPGXNDCHWTML	GEWKHQXISANROYBFDCMLUVPZTJ	MNVRSLCPODTHFIZGQWKXUEBJAY	TDQJYNPAKXIGUFBRWCOSLMEHZV	QUKAIFMELBRXTGHWOSVDZPCJYN	EZVLWBXTNPYIMAHUGDCQJROSKF	IKZMRSPNFJHATEOXUYQVGDCBWL	AOXJETGSHMNWBZPVCKULDRFIYQ	GHCLTSJFMAWQENDOZBYIPVRXKU	JYNISBAVPULDKOWEXRMFGZQTCH	DTKXZOBUFIHAMEQPNRLSWYVCJG	FEBGJRXKWLTNIYZSHOQUVDMPCA	QEJFTKUSLYOHIANWMPXRBZCGDV	HQWMNTFAUDYJOSVIXKBZPCRELG	GDLKQBAWXNHTSCVUOYERFIZPMJ	OKSGIVMECZYBTDAWLJQFUNPRXH	MCVYGEFDSIBAHKRXUZWPOJTNLQ	PEMSGLUYJAHFXDNQRITBWZKOVC	TNQMRISYZBKJAFUDCLEWVXHGOP	0
main	63 	Alex 	 oneCued 	 0.0 	 left 	 93.6883437556 	R 	J 	0.0 	11 	0 	1.0 	EPGAVQSDNXRMBKYTHOLUFICZWJ	AJBKSFLREYQGPUODCVMNWTZIXH	AVIMRLJKTZHYSWDFGCPUXEBNQO	BKVMCGQPIUONEZHJWLXSFATRDY	XVAGKWIYJUMHTOEFLDBRSQZNCP	WDBJYVQPEASNCRMKFXTZHOULIG	WVKIUHQFGAYXMDPRCLZONTBESJ	ZMCNRLYHVAQSWJIKGBTXFUDEOP	SFDTJGKUYAMQHOCBWENZPRLXIV	SHXVKRCUZIYBGAWMLDQFETNJPO	YOCKUHESBVQFJITZNMGAXRWDPL	VQIAZUOWYSJRTCGMXKBDHELFNP	ERKVOIFPNTMBULZJGSAQCDXHWY	DLSTZPMIYAXGONHWRQJFVKECBU	CUVQODTGMZWPSFNXELIKJRBYHA	RFCNIYQEZVMHWKLJTGAODUBXSP	JTVZENYPLOCDUGKFAISBRMWQHX	NMGQJSDKVCYIHLOXETPWUBFRAZ	VLRZCQMWGKAPONHYUDBIFXJSTE	QKFYCRSDEIJATLGUBXPMVZNOWH	DHMULIWGNSEZXRVYTPCJABKFOQ	0
main	64 	Alex 	 oneCued 	 0.0 	 right 	 168.857683009 	V 	I 	0.0 	19 	0 	2.0 	MZYADSRFKHGWPJXVQIEBUNOTCL	SCBQTYPHJMLDXOKAVFIRNEGWZU	YQZFSKCVGHJUBPAWNMIXLTDOER	LXZYRSTFMBAJDQPGCIKHUEWNVO	YXGONZQTPHJWARSKFDELICBMUV	VAWQCHBPREDFNLYJOZXUKMGITS	EZWFCQXKSVGPHDRLOABYIUMNTJ	BDIPNGVOHMFUSLRTYJQCAZWEXK	HSJWBMVKZRGQUNYXDFEPTLIOCA	HPIVEXGWQBFKDZAUTYJOLSRCNM	ETWUOQFLJPIHGSKVDNCMAZRYBX	ONLPEJIWTVMKBFRUCYZSAHXDGQ	CULRZWPSKBGDFJAMXVHQYTENIO	OCBLDQSWTINHEARFZUVKJGMXYP	IESKTWPUCOFBXRGAHLNJZYQMVD	MYGTDKNSQWEFXPUOIAZCHRLBJV	QDBWVYATEZPCUGRFKLJSXNIMHO	LUKGJNOEZTYIWPDXMCHFVRASQB	OKGEVWYBMDAPCJTNSXQZUHLIRF	BWPMUAHSNITVOXJELYRZDCGKQF	WKZQEHPICOUMGXRBJAVLSYFTDN	0
