"exp"	"condition"	"error"	"ID"	"targetSP"	"fixationReject"	"button"
""	"twoStreams"	1	"GR13"	6	FALSE	0
""	"twoStreams"	2	"GR13"	6	FALSE	0
""	"twoStreams"	-1	"GR13"	10	TRUE	0
""	"twoStreams"	-1	"GR13"	6	FALSE	0
""	"twoStreams"	6	"GR13"	8	FALSE	0
""	"twoStreams"	0	"GR13"	9	FALSE	0
""	"twoStreams"	0	"GR13"	8	FALSE	0
""	"twoStreams"	2	"GR13"	9	FALSE	0
""	"twoStreams"	0	"GR13"	10	FALSE	0
""	"twoStreams"	1	"GR13"	7	FALSE	0
""	"twoStreams"	1	"GR13"	6	FALSE	0
""	"twoStreams"	7	"GR13"	8	FALSE	0
""	"twoStreams"	1	"GR13"	8	FALSE	0
""	"twoStreams"	0	"GR13"	8	FALSE	0
""	"twoStreams"	1	"GR13"	7	FALSE	0
""	"twoStreams"	12	"GR13"	7	FALSE	0
""	"twoStreams"	0	"GR13"	6	FALSE	0
""	"twoStreams"	2	"GR13"	7	TRUE	0
""	"twoStreams"	1	"GR13"	10	FALSE	0
""	"twoStreams"	0	"GR13"	9	FALSE	0
""	"twoStreams"	-7	"GR13"	9	TRUE	0
""	"twoStreams"	1	"GR13"	7	FALSE	0
""	"twoStreams"	2	"GR13"	6	FALSE	0
""	"twoStreams"	-1	"GR13"	7	FALSE	0
""	"twoStreams"	0	"GR13"	10	FALSE	0
""	"twoStreams"	8	"GR13"	10	FALSE	0
""	"twoStreams"	1	"GR13"	8	FALSE	0
""	"twoStreams"	1	"GR13"	9	FALSE	0
""	"twoStreams"	1	"GR13"	6	FALSE	0
""	"twoStreams"	2	"GR13"	8	FALSE	0
""	"twoStreams"	0	"GR13"	7	FALSE	0
""	"twoStreams"	1	"GR13"	10	FALSE	0
""	"twoStreams"	3	"GR13"	8	FALSE	0
""	"twoStreams"	5	"GR13"	9	FALSE	0
""	"twoStreams"	1	"GR13"	9	FALSE	0
""	"twoStreams"	1	"GR13"	9	FALSE	0
""	"twoStreams"	0	"GR13"	10	FALSE	0
""	"twoStreams"	-3	"GR13"	6	FALSE	0
""	"twoStreams"	9	"GR13"	6	TRUE	0
""	"twoStreams"	7	"GR13"	6	FALSE	0
""	"twoStreams"	1	"GR13"	9	TRUE	0
""	"twoStreams"	1	"GR13"	8	FALSE	0
""	"twoStreams"	1	"GR13"	10	TRUE	0
""	"twoStreams"	1	"GR13"	8	TRUE	0
""	"twoStreams"	16	"GR13"	7	FALSE	0
""	"twoStreams"	-6	"GR13"	7	FALSE	0
""	"twoStreams"	0	"GR13"	6	FALSE	0
""	"twoStreams"	0	"GR13"	10	FALSE	0
""	"twoStreams"	0	"GR13"	9	FALSE	0
""	"twoStreams"	1	"GR13"	10	FALSE	0
""	"twoStreams"	0	"GR13"	6	FALSE	0
""	"twoStreams"	5	"GR13"	8	FALSE	0
""	"eightStreams"	-1	"GR13"	8	FALSE	0
""	"eightStreams"	1	"GR13"	6	FALSE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	-4	"GR13"	10	FALSE	0
""	"eightStreams"	-2	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	12	"GR13"	7	FALSE	0
""	"eightStreams"	6	"GR13"	8	FALSE	0
""	"eightStreams"	2	"GR13"	7	FALSE	0
""	"eightStreams"	-3	"GR13"	7	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	0	"GR13"	8	FALSE	0
""	"eightStreams"	5	"GR13"	9	FALSE	0
""	"eightStreams"	-8	"GR13"	10	FALSE	0
""	"eightStreams"	2	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	6	FALSE	0
""	"eightStreams"	0	"GR13"	6	FALSE	0
""	"eightStreams"	3	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	4	"GR13"	6	FALSE	0
""	"eightStreams"	0	"GR13"	8	FALSE	0
""	"eightStreams"	2	"GR13"	6	TRUE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	-4	"GR13"	7	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	0	"GR13"	8	FALSE	0
""	"eightStreams"	-1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	10	TRUE	0
""	"eightStreams"	2	"GR13"	9	FALSE	0
""	"eightStreams"	-1	"GR13"	9	FALSE	0
""	"eightStreams"	-1	"GR13"	9	FALSE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	12	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	2	"GR13"	6	FALSE	0
""	"eightStreams"	2	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	7	TRUE	0
""	"eightStreams"	3	"GR13"	9	FALSE	0
""	"eightStreams"	5	"GR13"	6	TRUE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	-2	"GR13"	6	FALSE	0
""	"eightStreams"	2	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	8	FALSE	0
""	"eightStreams"	1	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	5	"GR13"	6	FALSE	0
""	"eightStreams"	2	"GR13"	8	FALSE	0
""	"eightStreams"	2	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	0	"GR13"	8	FALSE	0
""	"eightStreams"	8	"GR13"	8	FALSE	0
""	"eightStreams"	1	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	5	"GR13"	9	FALSE	0
""	"eightStreams"	2	"GR13"	7	FALSE	0
""	"eightStreams"	1	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	0	"GR13"	10	FALSE	0
""	"eightStreams"	2	"GR13"	9	FALSE	0
""	"eightStreams"	0	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	0	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	9	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	5	"GR13"	7	FALSE	0
""	"eightStreams"	2	"GR13"	9	FALSE	0
""	"eightStreams"	0	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	6	FALSE	0
""	"eightStreams"	0	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	9	TRUE	0
""	"eightStreams"	-1	"GR13"	8	FALSE	0
""	"eightStreams"	2	"GR13"	10	FALSE	0
""	"eightStreams"	-1	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	10	FALSE	0
""	"eightStreams"	2	"GR13"	6	FALSE	0
""	"eightStreams"	-1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	2	"GR13"	8	FALSE	0
""	"eightStreams"	1	"GR13"	10	FALSE	0
""	"eightStreams"	1	"GR13"	6	FALSE	0
""	"eightStreams"	0	"GR13"	8	FALSE	0
""	"eightStreams"	15	"GR13"	8	FALSE	0
""	"eightStreams"	2	"GR13"	8	FALSE	0
""	"eightStreams"	0	"GR13"	7	TRUE	0
""	"eightStreams"	0	"GR13"	7	FALSE	0
""	"eightStreams"	12	"GR13"	9	FALSE	0
""	"eightStreams"	1	"GR13"	6	FALSE	0
""	"eightStreams"	0	"GR13"	6	FALSE	0
""	"eightStreams"	-1	"GR13"	9	FALSE	0
""	"eightStreams"	2	"GR13"	8	FALSE	0
""	"eightStreams"	-3	"GR13"	6	FALSE	0
""	"eightStreams"	1	"GR13"	9	FALSE	0
""	"eightStreams"	5	"GR13"	10	FALSE	0
""	"eightStreams"	15	"GR13"	7	FALSE	0
""	"eightStreams"	1	"GR13"	8	FALSE	0
""	"eightStreams"	1	"GR13"	7	FALSE	0
""	"eightStreams"	0	"GR13"	10	FALSE	0
""	"eightStreams"	10	"GR13"	6	FALSE	0
""	"twoStreams"	12	"HT5"	9	TRUE	0
""	"twoStreams"	0	"HT5"	6	FALSE	0
""	"twoStreams"	-10	"HT5"	10	FALSE	0
""	"twoStreams"	1	"HT5"	7	FALSE	0
""	"twoStreams"	4	"HT5"	6	FALSE	0
""	"twoStreams"	3	"HT5"	9	FALSE	0
""	"twoStreams"	4	"HT5"	6	FALSE	0
""	"twoStreams"	1	"HT5"	7	FALSE	0
""	"twoStreams"	2	"HT5"	8	FALSE	0
""	"twoStreams"	2	"HT5"	7	FALSE	0
""	"twoStreams"	2	"HT5"	6	FALSE	0
""	"twoStreams"	0	"HT5"	8	FALSE	0
""	"twoStreams"	2	"HT5"	8	FALSE	0
""	"twoStreams"	-1	"HT5"	6	TRUE	0
""	"twoStreams"	1	"HT5"	6	FALSE	0
""	"twoStreams"	-1	"HT5"	10	FALSE	0
""	"twoStreams"	1	"HT5"	8	FALSE	0
""	"twoStreams"	-9	"HT5"	9	FALSE	0
""	"twoStreams"	8	"HT5"	6	TRUE	0
""	"twoStreams"	3	"HT5"	8	FALSE	0
""	"twoStreams"	-2	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	9	FALSE	0
""	"twoStreams"	3	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	1	"HT5"	8	TRUE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	2	"HT5"	10	FALSE	0
""	"twoStreams"	3	"HT5"	9	FALSE	0
""	"twoStreams"	5	"HT5"	9	FALSE	0
""	"twoStreams"	4	"HT5"	7	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	1	"HT5"	7	FALSE	0
""	"twoStreams"	-4	"HT5"	7	FALSE	0
""	"twoStreams"	4	"HT5"	7	TRUE	0
""	"twoStreams"	-1	"HT5"	10	TRUE	0
""	"twoStreams"	2	"HT5"	9	FALSE	0
""	"twoStreams"	3	"HT5"	6	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	6	"HT5"	9	FALSE	0
""	"twoStreams"	1	"HT5"	7	FALSE	0
""	"twoStreams"	-9	"HT5"	10	TRUE	0
""	"twoStreams"	2	"HT5"	9	TRUE	0
""	"twoStreams"	-6	"HT5"	8	FALSE	0
""	"twoStreams"	9	"HT5"	7	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	3	"HT5"	9	TRUE	0
""	"twoStreams"	10	"HT5"	9	FALSE	0
""	"twoStreams"	2	"HT5"	10	FALSE	0
""	"twoStreams"	16	"HT5"	7	TRUE	0
""	"twoStreams"	1	"HT5"	9	FALSE	0
""	"twoStreams"	3	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	1	"HT5"	9	FALSE	0
""	"twoStreams"	5	"HT5"	8	TRUE	0
""	"twoStreams"	2	"HT5"	10	FALSE	0
""	"twoStreams"	2	"HT5"	8	FALSE	0
""	"twoStreams"	5	"HT5"	6	FALSE	0
""	"twoStreams"	4	"HT5"	10	TRUE	0
""	"twoStreams"	-2	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	6	FALSE	0
""	"twoStreams"	-6	"HT5"	7	FALSE	0
""	"twoStreams"	0	"HT5"	10	FALSE	0
""	"twoStreams"	3	"HT5"	6	FALSE	0
""	"twoStreams"	6	"HT5"	7	TRUE	0
""	"twoStreams"	1	"HT5"	6	FALSE	0
""	"twoStreams"	3	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	8	FALSE	0
""	"twoStreams"	12	"HT5"	7	FALSE	0
""	"twoStreams"	4	"HT5"	9	TRUE	0
""	"twoStreams"	2	"HT5"	7	FALSE	0
""	"twoStreams"	17	"HT5"	6	FALSE	0
""	"twoStreams"	4	"HT5"	7	FALSE	0
""	"twoStreams"	4	"HT5"	9	FALSE	0
""	"twoStreams"	2	"HT5"	6	FALSE	0
""	"twoStreams"	6	"HT5"	7	FALSE	0
""	"twoStreams"	3	"HT5"	6	TRUE	0
""	"twoStreams"	13	"HT5"	6	TRUE	0
""	"twoStreams"	-4	"HT5"	8	FALSE	0
""	"twoStreams"	0	"HT5"	9	TRUE	0
""	"twoStreams"	-7	"HT5"	10	TRUE	0
""	"twoStreams"	3	"HT5"	9	FALSE	0
""	"twoStreams"	4	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	17	"HT5"	6	TRUE	0
""	"twoStreams"	1	"HT5"	8	TRUE	0
""	"twoStreams"	3	"HT5"	9	FALSE	0
""	"twoStreams"	1	"HT5"	10	FALSE	0
""	"twoStreams"	4	"HT5"	6	TRUE	0
""	"twoStreams"	5	"HT5"	7	FALSE	0
""	"twoStreams"	1	"HT5"	10	TRUE	0
""	"twoStreams"	13	"HT5"	6	FALSE	0
""	"twoStreams"	1	"HT5"	6	FALSE	0
""	"twoStreams"	3	"HT5"	8	FALSE	0
""	"twoStreams"	-2	"HT5"	10	TRUE	0
""	"twoStreams"	5	"HT5"	7	FALSE	0
""	"twoStreams"	-1	"HT5"	7	FALSE	0
""	"twoStreams"	1	"HT5"	7	TRUE	0
""	"twoStreams"	2	"HT5"	10	FALSE	0
""	"twoStreams"	2	"HT5"	9	FALSE	0
""	"twoStreams"	0	"HT5"	7	TRUE	0
""	"twoStreams"	2	"HT5"	8	FALSE	0
""	"twoStreams"	3	"HT5"	9	FALSE	0
""	"twoStreams"	4	"HT5"	9	FALSE	0
""	"twoStreams"	-5	"HT5"	8	FALSE	0
""	"twoStreams"	1	"HT5"	8	TRUE	0
""	"twoStreams"	9	"HT5"	6	TRUE	0
""	"twoStreams"	2	"HT5"	8	FALSE	0
""	"twoStreams"	2	"HT5"	7	FALSE	0
""	"twoStreams"	0	"HT5"	6	FALSE	0
""	"twoStreams"	0	"HT5"	10	FALSE	0
""	"twoStreams"	-2	"HT5"	9	FALSE	0
""	"twoStreams"	10	"HT5"	6	FALSE	0
""	"twoStreams"	6	"HT5"	8	FALSE	0
""	"twoStreams"	0	"HT5"	9	FALSE	0
""	"twoStreams"	1	"HT5"	7	FALSE	0
""	"twoStreams"	2	"HT5"	6	FALSE	0
""	"twoStreams"	10	"HT5"	7	FALSE	0
""	"twoStreams"	1	"HT5"	9	FALSE	0
""	"twoStreams"	6	"HT5"	10	FALSE	0
""	"eightStreams"	11	"HT5"	9	TRUE	0
""	"eightStreams"	3	"HT5"	9	FALSE	0
""	"eightStreams"	15	"HT5"	6	FALSE	0
""	"eightStreams"	15	"HT5"	8	FALSE	0
""	"eightStreams"	1	"HT5"	9	TRUE	0
""	"eightStreams"	3	"HT5"	8	FALSE	0
""	"eightStreams"	3	"HT5"	6	FALSE	0
""	"eightStreams"	-5	"HT5"	6	FALSE	0
""	"eightStreams"	3	"HT5"	8	FALSE	0
""	"eightStreams"	4	"HT5"	7	FALSE	0
""	"eightStreams"	2	"HT5"	10	FALSE	0
""	"eightStreams"	-2	"HT5"	7	FALSE	0
""	"eightStreams"	4	"HT5"	7	FALSE	0
""	"eightStreams"	8	"HT5"	10	FALSE	0
""	"eightStreams"	13	"HT5"	7	FALSE	0
""	"eightStreams"	9	"HT5"	6	FALSE	0
""	"eightStreams"	12	"HT5"	8	FALSE	0
""	"eightStreams"	1	"HT5"	9	FALSE	0
""	"eightStreams"	14	"HT5"	8	FALSE	0
""	"eightStreams"	-5	"HT5"	10	FALSE	0
""	"eightStreams"	-1	"HT5"	7	FALSE	0
""	"eightStreams"	2	"HT5"	9	FALSE	0
""	"eightStreams"	3	"HT5"	7	FALSE	0
""	"eightStreams"	3	"HT5"	6	FALSE	0
""	"eightStreams"	6	"HT5"	8	FALSE	0
""	"eightStreams"	0	"HT5"	10	FALSE	0
""	"eightStreams"	14	"HT5"	7	FALSE	0
""	"eightStreams"	3	"HT5"	9	FALSE	0
""	"eightStreams"	-7	"HT5"	9	FALSE	0
""	"eightStreams"	5	"HT5"	6	FALSE	0
""	"eightStreams"	1	"HT5"	8	FALSE	0
""	"eightStreams"	3	"HT5"	10	FALSE	0
""	"eightStreams"	3	"HT5"	10	FALSE	0
""	"eightStreams"	-2	"HT5"	7	FALSE	0
""	"eightStreams"	3	"HT5"	6	FALSE	0
""	"eightStreams"	-10	"HT5"	10	FALSE	0
""	"eightStreams"	-5	"HT5"	6	FALSE	0
""	"eightStreams"	-8	"HT5"	8	FALSE	0
""	"eightStreams"	0	"HT5"	10	FALSE	0
""	"eightStreams"	3	"HT5"	9	FALSE	0
""	"eightStreams"	2	"HT5"	8	FALSE	0
""	"eightStreams"	2	"HT5"	9	FALSE	0
""	"eightStreams"	-7	"HT5"	7	FALSE	0
""	"eightStreams"	1	"HT5"	9	FALSE	0
""	"eightStreams"	-4	"HT5"	10	FALSE	0
""	"eightStreams"	14	"HT5"	9	FALSE	0
""	"eightStreams"	1	"HT5"	8	FALSE	0
""	"eightStreams"	5	"HT5"	6	FALSE	0
""	"eightStreams"	1	"HT5"	7	FALSE	0
""	"eightStreams"	17	"HT5"	6	FALSE	0
""	"eightStreams"	2	"HT5"	7	FALSE	0
""	"eightStreams"	0	"HT5"	10	FALSE	0
""	"eightStreams"	3	"HT5"	7	FALSE	0
""	"eightStreams"	5	"HT5"	8	FALSE	0
""	"eightStreams"	1	"HT5"	9	FALSE	0
""	"eightStreams"	0	"HT5"	10	TRUE	0
""	"eightStreams"	0	"HT5"	7	FALSE	0
""	"eightStreams"	8	"HT5"	6	FALSE	0
""	"eightStreams"	2	"HT5"	6	FALSE	0
""	"eightStreams"	0	"HT5"	10	FALSE	0
""	"eightStreams"	-3	"HT5"	6	FALSE	0
""	"eightStreams"	3	"HT5"	8	FALSE	0
""	"eightStreams"	2	"HT5"	8	FALSE	0
""	"eightStreams"	2	"HT5"	8	FALSE	0
""	"eightStreams"	4	"HT5"	10	FALSE	0
""	"eightStreams"	-3	"HT5"	10	FALSE	0
""	"eightStreams"	15	"HT5"	6	TRUE	0
""	"eightStreams"	4	"HT5"	9	TRUE	0
""	"eightStreams"	1	"HT5"	8	FALSE	0
""	"eightStreams"	2	"HT5"	6	FALSE	0
""	"eightStreams"	2	"HT5"	9	FALSE	0
""	"eightStreams"	0	"HT5"	7	FALSE	0
""	"eightStreams"	3	"HT5"	10	FALSE	0
""	"eightStreams"	4	"HT5"	9	FALSE	0
""	"eightStreams"	5	"HT5"	9	FALSE	0
""	"eightStreams"	0	"HT5"	8	FALSE	0
""	"eightStreams"	-4	"HT5"	7	FALSE	0
""	"eightStreams"	13	"HT5"	6	FALSE	0
""	"eightStreams"	6	"HT5"	10	FALSE	0
""	"eightStreams"	0	"HT5"	7	FALSE	0
""	"eightStreams"	1	"HT5"	10	FALSE	0
""	"eightStreams"	4	"HT5"	8	FALSE	0
""	"eightStreams"	-3	"HT5"	6	FALSE	0
""	"eightStreams"	11	"HT5"	6	FALSE	0
""	"eightStreams"	1	"HT5"	7	FALSE	0
""	"eightStreams"	3	"HT5"	6	TRUE	0
""	"eightStreams"	2	"HT5"	7	FALSE	0
""	"eightStreams"	3	"HT5"	6	FALSE	0
""	"eightStreams"	1	"HT5"	7	FALSE	0
""	"eightStreams"	8	"HT5"	10	FALSE	0
""	"eightStreams"	8	"HT5"	6	TRUE	0
""	"eightStreams"	7	"HT5"	8	FALSE	0
""	"eightStreams"	2	"HT5"	7	FALSE	0
""	"eightStreams"	2	"HT5"	9	TRUE	0
""	"eightStreams"	3	"HT5"	8	FALSE	0
""	"eightStreams"	6	"HT5"	9	FALSE	0
""	"eightStreams"	11	"HT5"	9	FALSE	0
""	"eightStreams"	-1	"HT5"	10	FALSE	0
""	"eightStreams"	2	"HT5"	10	FALSE	0
""	"eightStreams"	2	"HT5"	8	FALSE	0
""	"eightStreams"	1	"HT5"	9	FALSE	0
""	"eightStreams"	2	"HT5"	7	FALSE	0
""	"eightStreams"	5	"HT5"	10	FALSE	0
""	"eightStreams"	-2	"HT5"	9	FALSE	0
""	"eightStreams"	2	"HT5"	10	FALSE	0
""	"eightStreams"	-1	"HT5"	8	FALSE	0
""	"eightStreams"	1	"HT5"	7	TRUE	0
""	"eightStreams"	5	"HT5"	10	FALSE	0
""	"eightStreams"	2	"HT5"	8	TRUE	0
""	"eightStreams"	1	"HT5"	7	FALSE	0
""	"eightStreams"	2	"HT5"	6	FALSE	0
""	"eightStreams"	-9	"HT5"	9	FALSE	0
""	"eightStreams"	13	"HT5"	10	FALSE	0
""	"eightStreams"	-8	"HT5"	9	FALSE	0
""	"eightStreams"	2	"HT5"	6	FALSE	0
""	"eightStreams"	0	"HT5"	6	FALSE	0
""	"eightStreams"	-1	"HT5"	8	FALSE	0
""	"eightStreams"	1	"HT5"	9	FALSE	0
""	"eightStreams"	2	"HT5"	8	FALSE	0
""	"eightStreams"	11	"HT5"	7	FALSE	0
""	"twoStreams"	6	"JW8"	6	FALSE	0
""	"twoStreams"	0	"JW8"	6	FALSE	0
""	"twoStreams"	3	"JW8"	7	FALSE	0
""	"twoStreams"	2	"JW8"	8	FALSE	0
""	"twoStreams"	-4	"JW8"	6	FALSE	0
""	"twoStreams"	2	"JW8"	10	FALSE	0
""	"twoStreams"	-5	"JW8"	9	TRUE	0
""	"twoStreams"	0	"JW8"	7	TRUE	0
""	"twoStreams"	3	"JW8"	6	FALSE	0
""	"twoStreams"	3	"JW8"	9	FALSE	0
""	"twoStreams"	10	"JW8"	8	FALSE	0
""	"twoStreams"	2	"JW8"	9	FALSE	0
""	"twoStreams"	9	"JW8"	8	FALSE	0
""	"twoStreams"	12	"JW8"	10	FALSE	0
""	"twoStreams"	-2	"JW8"	9	FALSE	0
""	"twoStreams"	4	"JW8"	7	FALSE	0
""	"twoStreams"	-4	"JW8"	7	TRUE	0
""	"twoStreams"	-3	"JW8"	10	FALSE	0
""	"twoStreams"	-6	"JW8"	9	FALSE	0
""	"twoStreams"	1	"JW8"	6	FALSE	0
""	"twoStreams"	2	"JW8"	10	FALSE	0
""	"twoStreams"	-7	"JW8"	10	FALSE	0
""	"twoStreams"	1	"JW8"	8	FALSE	0
""	"twoStreams"	0	"JW8"	9	TRUE	0
""	"twoStreams"	0	"JW8"	8	FALSE	0
""	"twoStreams"	1	"JW8"	7	FALSE	0
""	"twoStreams"	3	"JW8"	6	FALSE	0
""	"twoStreams"	-3	"JW8"	7	FALSE	0
""	"twoStreams"	1	"JW8"	10	FALSE	0
""	"twoStreams"	3	"JW8"	9	FALSE	0
""	"twoStreams"	-5	"JW8"	10	FALSE	0
""	"twoStreams"	-3	"JW8"	8	TRUE	0
""	"twoStreams"	0	"JW8"	7	FALSE	0
""	"twoStreams"	-2	"JW8"	6	TRUE	0
""	"twoStreams"	-6	"JW8"	7	FALSE	0
""	"twoStreams"	-3	"JW8"	8	FALSE	0
""	"twoStreams"	-1	"JW8"	9	FALSE	0
""	"twoStreams"	6	"JW8"	8	FALSE	0
""	"twoStreams"	6	"JW8"	6	FALSE	0
""	"twoStreams"	2	"JW8"	10	FALSE	0
""	"twoStreams"	2	"JW8"	7	FALSE	0
""	"twoStreams"	-3	"JW8"	10	FALSE	0
""	"twoStreams"	2	"JW8"	8	TRUE	0
""	"twoStreams"	0	"JW8"	7	FALSE	0
""	"twoStreams"	-5	"JW8"	6	FALSE	0
""	"twoStreams"	-1	"JW8"	9	FALSE	0
""	"twoStreams"	0	"JW8"	10	FALSE	0
""	"twoStreams"	2	"JW8"	10	FALSE	0
""	"twoStreams"	0	"JW8"	8	FALSE	0
""	"twoStreams"	0	"JW8"	7	TRUE	0
""	"twoStreams"	1	"JW8"	9	FALSE	0
""	"twoStreams"	1	"JW8"	7	FALSE	0
""	"twoStreams"	-4	"JW8"	8	FALSE	0
""	"twoStreams"	4	"JW8"	9	TRUE	0
""	"twoStreams"	-3	"JW8"	7	FALSE	0
""	"twoStreams"	6	"JW8"	7	FALSE	0
""	"twoStreams"	14	"JW8"	8	FALSE	0
""	"twoStreams"	3	"JW8"	7	TRUE	0
""	"twoStreams"	3	"JW8"	9	FALSE	0
""	"twoStreams"	2	"JW8"	9	FALSE	0
""	"twoStreams"	1	"JW8"	10	FALSE	0
""	"twoStreams"	1	"JW8"	9	FALSE	0
""	"twoStreams"	3	"JW8"	9	FALSE	0
""	"twoStreams"	1	"JW8"	8	FALSE	0
""	"twoStreams"	1	"JW8"	8	FALSE	0
""	"twoStreams"	2	"JW8"	8	FALSE	0
""	"twoStreams"	1	"JW8"	6	FALSE	0
""	"twoStreams"	0	"JW8"	8	FALSE	0
""	"twoStreams"	1	"JW8"	6	FALSE	0
""	"twoStreams"	13	"JW8"	6	FALSE	0
""	"twoStreams"	2	"JW8"	6	FALSE	0
""	"twoStreams"	1	"JW8"	10	FALSE	0
""	"twoStreams"	2	"JW8"	6	TRUE	0
""	"twoStreams"	0	"JW8"	6	FALSE	0
""	"twoStreams"	2	"JW8"	10	FALSE	0
""	"twoStreams"	2	"JW8"	10	TRUE	0
""	"twoStreams"	-3	"JW8"	6	FALSE	0
""	"twoStreams"	0	"JW8"	10	FALSE	0
""	"twoStreams"	1	"JW8"	7	TRUE	0
""	"twoStreams"	3	"JW8"	9	FALSE	0
""	"twoStreams"	3	"JW8"	10	TRUE	0
""	"twoStreams"	3	"JW8"	7	TRUE	0
""	"twoStreams"	3	"JW8"	8	FALSE	0
""	"twoStreams"	2	"JW8"	6	FALSE	0
""	"twoStreams"	7	"JW8"	9	FALSE	0
""	"twoStreams"	12	"JW8"	9	TRUE	0
""	"twoStreams"	-2	"JW8"	10	FALSE	0
""	"twoStreams"	1	"JW8"	6	TRUE	0
""	"twoStreams"	-2	"JW8"	9	FALSE	0
""	"twoStreams"	3	"JW8"	7	TRUE	0
""	"twoStreams"	2	"JW8"	7	FALSE	0
""	"twoStreams"	3	"JW8"	7	FALSE	0
""	"twoStreams"	2	"JW8"	9	FALSE	0
""	"twoStreams"	-6	"JW8"	6	FALSE	0
""	"twoStreams"	1	"JW8"	8	FALSE	0
""	"twoStreams"	1	"JW8"	8	FALSE	0
""	"twoStreams"	-6	"JW8"	7	FALSE	0
""	"twoStreams"	0	"JW8"	7	FALSE	0
""	"twoStreams"	2	"JW8"	6	FALSE	0
""	"twoStreams"	1	"JW8"	10	FALSE	0
""	"twoStreams"	5	"JW8"	10	FALSE	0
""	"twoStreams"	0	"JW8"	10	FALSE	0
