"","experimentPhase","trialnum","subject","task","noisePercent","targetLeftRightIfOne","resp0","answer0","correct0","whichStream0","whichRespCue0","responsePosRelative0","streamLtrSequence0","streamLtrSequence1","streamLtrSequence2","streamLtrSequence3","streamLtrSequence4","streamLtrSequence5","timingBlips","correctPos","responsePos","condition"
"1002","main",121,"SH "," oneCued ",0," left ","U ","O ",0,0,0,12,"BHLGTJPRWVODYNKXSCZAIQUMFE","EAMQFZVDRJUOHBSWKCNGYLPTXI","KPOAMHFLSDIUZWVEQBXTYNRCGJ","XGPYCFKQSVBDNUAWJHIREZTLMO","LCJHKGNQMUBRSYAXWFVZIDPOET","OHXUZNSPDCTGWFYEQLABVIMKJR",4,10,22,"Endogenous"
"1003","main",122,"SH "," oneCued ",0," left ","M ","C ",0,2,0,16,"VHOTYQZRAGKIEWJSDCLNFUPBXM","KRXNZYSPJQUOIAFHDWMCVBGLET","AXUFKQDYWCOLNHIBVRGZPSTJEM","VHAPESNXLWURCTMKBDFYIGOZJQ","TIBCFDWSLYXHANOGUQEMRJZKPV","OWIDAEHJCZSLQTGRBMFNUVKYPX",3,9,25,"Endogenous"
"1004","main",123,"SH "," oneCued ",0," right ","N ","R ",0,4,0,9,"EOIFVRBHDWTLPJYANUSZCGXKMQ","DLMUNPHKOAGYVQWFRJXBIECSTZ","WZIYPCUNBKRXHTFAGVOLQEDSJM","HROMVPLFEXITWSZYJGCUKNDQAB","JDHBAVCZQRPYMKXOLGNTFSWUIE","MBFUTEQVWOIHALRGDJPNSZXCYK",2,9,18,"Endogenous"
"1005","main",124,"SH "," oneCued ",0," left ","A ","E ",0,5,0,3,"CHERGIZAKBLPNJUTSWFDYXOVQM","WBYMPOHLVUSIFZXCAEDJTRGKQN","WYPJGBMFHLSOZXEKDURANCIVTQ","HYAFSDIWUZXPKVGQCRNLTMOEJB","CPRJIVDGNKFAZQXLETHUWOYBSM","JYGNUVTBHEZSAQIKXDFCRMPWLO",2,9,12,"Endogenous"
"1006","main",125,"SH "," oneCued ",0," left ","C ","J ",0,4,0,2,"NFJBMYSVOAIQKDZPWCRLETXHUG","PIMAUTEZYJRLGSHKWCNVDBFQXO","HSLAVFWORQJGPNKCZETMXBUYDI","YDHTRXSOKWMZLGUVQNCBAJPFIE","GIUHQDNMJLCBEVZTSFXRPKAOYW","VOBRKFELCYMDXIPQWJUSNGHATZ",1,8,10,"Endogenous"
"1007","main",126,"SH "," oneCued ",0," left ","B ","U ",0,5,0,1,"WRESHIQFDZNMVJCOBXUGPTYKLA","QWSXCPVFNYDAEIBHLGUZORJTMK","PNYQKMLAWDIJBCEFOUZHGSVRXT","FZBVYJUGESTAPOHQLDXWNKMCIR","XVJNBSAYZERLUPGWTOKFHCMDQI","EVLIFZMOUBWPJKYTQAGHXNDSRC",2,8,9,"Endogenous"
"1008","main",127,"SH "," oneCued ",0," right ","M ","K ",0,1,0,6,"BZDHSTPKXEVWQLOUGMJFYCARIN","SBHYGDKVFICJMUXPNZRTLOEQAW","BASUFPYQMGKZJLVTHINERCOWXD","HRXUIJQENWADTCOBGKLVPYSFZM","ERVBQCUGYXIAMSZHJWFDLKTONP","YNCOLIGTERFPVZXBKSADUQHJMW",3,6,12,"Endogenous"
"1009","main",128,"SH "," oneCued ",0," right ","N ","A ",0,0,0,12,"KOTVUDXAIBWLGSFYHEMNPRCZJQ","SWBNTEXUZGAJQILCDYFVPHRKOM","JFQDZCIYWGUALRKPBSEHNOVTXM","IMXPCSKOZJWEUVTBNDFHQARGYL","VPMQFRCLSWIOYUNHJGKBZXTDAE","WDFNQJBXAHGSTIUYOMKLVEZRCP",3,7,19,"Endogenous"
"1010","main",129,"SH "," oneCued ",0," right ","U ","E ",0,2,0,7,"DVLBMWKZYQUJHPRFSAOXCIENGT","GUMHZEXVFPLWTOIDJKRAQSNCBY","SCLRZBPXOFEVGKQTMUINYAHDWJ","HXKRPIVUBNZGEFAYQCDSJTMLWO","VBMOEQFISXWCGNRDJAPZTHUYLK","WQGXZBRHYUALNDSVJCMFETKPOI",2,10,17,"Endogenous"
"1011","main",130,"SH "," oneCued ",0," right ","K ","Q ",0,4,0,4,"HYBDVOUERWKAGTLPMNSXIFJZCQ","JBQZKTADNYGWXFRCVSIHEUOLPM","FODYBMTIKLCPSWANVEQXUGHZJR","GWRTKPYOBMIDVNLFZUESCJXAQH","IMFDHBOVQSCXKPTRGYUNAZWJEL","FBLZWVJAMOHRXNYCISPGEQUTDK",2,8,12,"Endogenous"
"1012","main",131,"SH "," oneCued ",0," right ","J ","I ",0,5,0,-5,"MGUYCFINAELPJSODTQXHVWZRKB","AYSEZDBMVNJRWOQFCPHTLUGKIX","PYNRDALEQTFGUWCOZVBJMXSHIK","UJDSBMVKIHGQLTNRCFYEAZWOXP","LBICAFPHJNOWGVKXMREDTYQZSU","WETXNJZLQOIVCMPRSYUAGKFBDH",3,10,5,"Endogenous"
"1013","main",132,"SH "," oneCued ",0," left ","S ","Y ",0,5,0,5,"YUIQNDEACSZPBHFGMOTLVKJXWR","JUQDRIMZWNFPKXAYTGSVEOLCBH","KFEATULJZQCPDYHNIMWVSORBGX","WOTSZREJMIQFNGYHPBKVDAXUCL","IVCMBOPJDEQSFYLKXTWGANHURZ","JPXBFHYEADWSGZQNLCVMORIKUT",2,6,11,"Endogenous"
"1014","main",133,"SH "," oneCued ",0," right ","X ","K ",0,1,0,-1,"VYHQAFBITOCMZWREUDLKPGNSJX","OCFBIXKVHDYSZJNPWRQAMLGUET","WPYMUONVXGAKJIHBRCZEFDTSQL","CHTGXSZMKREQDAYFPIVUONLBJW","QKRUDFWYJPSCMILXOGNZHABEVT","RMBUCYAWGPIZSTLNDFOXEJHQKV",2,6,5,"Endogenous"
"1015","main",134,"SH "," oneCued ",0," right ","J ","V ",0,1,0,5,"VEJYHWGPZSXBIRNFCMLAUQOKDT","LOXRPDBGVQTHAJUMCKWISYZNEF","BICVQLOFEZHKAUNYGJXWTRPMDS","UKSCHOMIZVDYXRQLPGAFNTJBWE","PAGMSOBTQVCUIELJDNZRWYXKHF","DEPSRJAFOHXGUNVCKIYTZWBMQL",2,8,13,"Endogenous"
"1016","main",135,"SH "," oneCued ",0," right ","M ","R ",0,3,0,16,"DMFHZWLPUXJRTCBAQKYIVSEONG","EGYPAFMOXQLZHJSNKDTUBVCIRW","VNQUZSKIRBJGTOXEWYMFPLCADH","EXPHOVTZQRWYCBDJLFGNSAUIKM","AOVLMTRJBHCYZFIXSGUWNEQDPK","IFEHDAKWQRPGJTMCSBLOVNUZXY",2,9,25,"Endogenous"
"1017","main",136,"SH "," oneCued ",0," left ","Y ","Y ",1,4,0,0,"LHCAIYJFKGPREUZOBDNVXQMSTW","YMGNZPRFXCESWKOLDAUJTIVBQH","ICFQNRMBXVTZYKWDPJSEULOAGH","PBYJLOESWURGANCFKVIMQTHDZX","JVAKPTYIWQDXNZUMGORBCEHFSL","PAXWZVMLQFDNGRHYUBECOKTSJI",2,6,6,"Endogenous"
"1018","main",137,"SH "," oneCued ",0," right ","T ","L ",0,5,0,5,"FRCVGPSTUKJMWOXNIBZLADHQYE","FRHJKPEBAGQLVYTINZSXUOMDWC","DPMEBQAUWZXHSJRLOVYICNGFTK","GIQFNAZCKDUXOHEMTBVLSYJRWP","WOHAIFTBYLDEPCMQJXGUNRSZKV","QYOZGHPLSNVRTFAIUECMBJKWXD",2,7,12,"Endogenous"
"1019","main",138,"SH "," oneCued ",0," left ","T ","S ",0,4,0,2,"IFPZBRENXWQDOLHCTVASKMYUJG","FNITKDHORAUPYMWQVEZSJLBCGX","VMJOBRYZSKPTFHNLAGIQDWEUXC","UEOJTSZCYHFRBDKALGXVPQWIMN","UMZRHDOSLTBPQXVNEWIAJKFGYC","YXEVBAHGCURFDQNLSZPWITMJOK",2,7,9,"Endogenous"
"1020","main",139,"SH "," oneCued ",0," left ","S ","Q ",0,5,0,-4,"XPHCEUVNTOQDLBYWGKJSFAZMIR","PBZNIHWMSAYDRFCGUXELOJQVKT","FAHVUBILGCEZXNSMYDWRQKOTPJ","FPYRLAUNEBGTXQJDZSHKOICMWV","KQXJOHWDSAMETUPCFZYRGLVINB","YOTSDIFQLCUHNGKRVMZAXBPJWE",2,7,3,"Endogenous"
"1021","main",140,"SH "," oneCued ",0," left ","T ","W ",0,1,0,8,"WDARTUBJKPVIFCGYLOXSMHEQNZ","VENQHKCWFIPDSOGTXAZJBRLMUY","YISNXWLZOMEQHDVGCFUTPJBRAK","MXLIJHADCFOSTRPNZVUGYQWKEB","XJVMTQUWFHSKYECRDOZBPINLAG","HKVBWXZLYOCNPQEIFJGTUSRDMA",2,7,15,"Endogenous"
"1022","main",141,"SH "," oneCued ",0," right ","R ","S ",0,2,0,12,"DRJWAKBGIUTZVOEMYNXFHSQLPC","GTLAYOQVNUDHIBXFSKPREJZMCW","JDCITPOSBEQWMYUAGXLRKVNZFH","ZEJSCOHKXFAYBLURMWTGVDNPIQ","AOEYNUZXTJQDRVLPIMFKSBCGHW","GBITJRVQZWMAOHNYXPKUELDCSF",4,7,19,"Endogenous"
"1023","main",142,"SH "," oneCued ",0," right ","I ","R ",0,1,0,10,"UDTYPBMOJKECVXLHQWIGARFNZS","QBKFGDCSLRYVJHOUXANITMWZPE","XFOAZCVWYPHMUBIRLQKTNDJEGS","NVGXUWMKDELAICJFYHBZQTOPRS","KFVUZWOMBGIJPQANCLXRTYDHSE","FQBOAKICNJVYDMHWTGZXREUPLS",3,9,19,"Endogenous"
"1024","main",143,"SH "," oneCued ",0," right ","N ","K ",0,2,0,4,"LWVAIQMOGZCESHDFJPTKUNRBYX","QUNMVJSFIXBGPWREATZHKDYCOL","CPOXTWVISLKREDNHZJUYMGQBAF","GLVNOXDZRYTPBMCWIJESQAFHUK","XFBZRJONPMIEGUAVHLYQDCTSKW","AOXZSEKHTVQGRDWLJMUYPCBNFI",2,10,14,"Endogenous"
"1025","main",144,"SH "," oneCued ",0," right ","W ","N ",0,2,0,6,"QINPVZDTEJLCXBMHROFWGKUYAS","HSJCRDMTFBLAQEVNPXWYUOGKIZ","KUSJRPEYQGNIZDVOWMFAHTXBCL","HTNDKFPOUGIXCARQJWVYSZMEBL","DEFATGCYZIXONWBKMPVRQHUSJL","LHDMTZXPYKCQWAEGRSIBUNJOFV",2,10,16,"Endogenous"
"1026","main",145,"SH "," oneCued ",0," left ","G ","S ",0,4,0,8,"XRTCQZKBISADVPFLUGHMEONWYJ","CKPXEZLDFOTUIBGASMWYJRHNQV","JPBSCIDVUXHMGNYKWFEORALZTQ","SVXDFAPZQMGRTJHBUCEOLKYINW","ZOFPTDLNSMRVHQJBGKEWCYIAXU","WJCEKLBHDIVXMGRATFNZSPQUYO",2,8,16,"Endogenous"
"1027","main",146,"SH "," oneCued ",0," right ","R ","T ",0,0,0,5,"ANGEHVTUOIFRPDLKXBMCJYWZSQ","ORILQFKYXBUHPENSZTJMDCAGWV","YANIURPXJQDHZVSWGTBLFOEKCM","YZHFOWPBVTQSDNKMERXJAGLCUI","XNCSWJLERUIFZHTDKBAOGVPYQM","CYTJBLUDIXWRPQGFASKVNOEHMZ",2,6,11,"Endogenous"
"1028","main",147,"SH "," oneCued ",0," right ","Q ","O ",0,5,0,2,"HKPSZBMDIJNQWOTVXRGCAEYUFL","LJBZUOAYICNDQXMHWPVGSRTFKE","XAOTEMGPJIDRVYNZUCQFSWHLBK","KOGMVEWCIFYRBZHDJNUPLTQXSA","GTICJVLKPQRBEOYSHNFAUWZMDX","DWLVMPCEYONQSGZJFKUXIHRTBA",2,9,11,"Endogenous"
"1029","main",148,"SH "," oneCued ",0," right ","B ","Z ",0,4,0,9,"YWPUTIMNZHCQVDRKOJBLSGEFAX","PGNSBIJRXMAVDZFOEYCKHTQUWL","IRJCLFOXKPAWZQEVGHSMDTBNUY","CHTDOZXMLQGRBYIVEWUSJFPNKA","PVGCMXJHZFYQAEONIBDKLUTWRS","WGJMYAVQDBTIUXCERSNOLKPFZH",2,8,17,"Endogenous"
"1030","main",149,"SH "," oneCued ",0," right ","X ","F ",0,4,0,-5,"ACGHLXKRPWQOYZIJMVENSDUFBT","QZMYODINLACGJVPKTHWRUEFXSB","IPWFMCYHXDSALJGQEZBROVKTNU","RHSKNYPTCQWOXFBGEDAJLIUVZM","PCKXSWRIFGZTOYEDBVALHUQJNM","UVMKLAXYQGPEOFZHNJDTCRSIBW",2,8,3,"Endogenous"
"1031","main",150,"SH "," oneCued ",0," left ","D ","L ",0,2,0,13,"XDNJQMKIVROBEHFSCWAYPTUGZL","NADOFUGPMRTYCZWKHSLQVXBEJI","VQGREPLWCMZOXIKTHYFDABJSUN","GXYCHASQJZNFVBMTWRUKPIOEDL","CMDIEGTJPWANQXKLZBVFOHYSUR","ERHUYDXVIBWZTKQMLAJSPGCFON",3,6,19,"Endogenous"
"1032","main",151,"SH "," oneCued ",0," left ","E ","I ",0,5,0,-1,"HOCLMDSAWGQTNZIRPUBVKJFYXE","NBGTLCMOQDZKVHXWAIYREUSFPJ","NZSJLIMWOVTHFUYRCQXEBDAKGP","ERPZYVNGMCJLDIUHBQAWFKXTSO","EJISAMYQRCHVLFWPGKXTNUZODB","BLSXVEITGCFNHORYKQJZAUDPWM",3,6,5,"Endogenous"
"1033","main",152,"SH "," oneCued ",0," left ","H ","R ",0,0,0,7,"AJELDSQIRXFPUNTHMOWGVZYKCB","MZHPUEXSKLYWJBCDIATOQNGRFV","OUFPQDXCAIYWZTJBRKGSMEVHLN","DHOGNKLUASYCVMIJTERFWBQPZX","ZINATXUOEKGDPFCBHJRVQWLMSY","NVQLSDZWJEIKTMRXOHUFGPABCY",2,8,15,"Endogenous"
"1034","main",153,"SH "," oneCued ",0," right ","W ","T ",0,4,0,1,"MRUFGLKWNCVHSXBAEOZYIQJDTP","YOUENIJLBPSXKZWVTMDAGFQCRH","YEGVTDOWKILMFBUXCSNJQZRHPA","DQZNMGFIPLJSUERTVXCYAOBHKW","SZCBNLITWGAXVODJUQPYMHKRFE","CWRFEGKNHVZPLIBSDJXUOAMYTQ",2,7,8,"Endogenous"
"1035","main",154,"SH "," oneCued ",0," left ","D ","C ",0,5,0,3,"PMOZAKRHSFYNDIVQWBEXCLJGUT","KMQJUDPOVABZRWSXGCHTIELFNY","LDSTKGVWMJYAINFRCQXBEHZUPO","WNYPCHBEJVXZDMULAGIOSFKTQR","ZTDAGWYSLXUBRVHOEPNIQMCKJF","NMEJWIFHBCQODSTPAURZGYXLVK",3,9,12,"Endogenous"
"1036","main",155,"SH "," oneCued ",0," left ","A ","V ",0,0,0,-9,"TABPGXUWJSVDOINREQKLYMCHZF","KJXCNRUZEFOSWHTIPLGDVYQAMB","QPLIBCSGFNERDOHVJZKWTXYUAM","PSKOZUFHYGDRNECMXAWTBJILVQ","KQPXZDOUHBEFMWVCRTIGALSYJN","DLEFPNSHQAIXUZCKMWJGRBOYTV",2,10,1,"Endogenous"
"1037","main",156,"SH "," oneCued ",0," right ","H ","I ",0,4,0,3,"GFYUMJCVPSLOZIQNKEHWBDXTAR","ERQIGLSZFXWPJKNDTABMOUYVCH","TUOKHEQNMRGZDXBFJSCVPALWYI","JLWVIYKHMNZXOFGTPASECDQBUR","UGPWMYIFVHEQXZCKANTDRJBSLO","XAGPLCFNTORHMVBIDUQSYWZKEJ",3,6,9,"Endogenous"
"1038","main",157,"SH "," oneCued ",0," left ","Y ","E ",0,2,0,3,"GIMSAZQNOBVXEFKTCDHUJYWRLP","OBNQMJFWLAZDVSEXCKGRTHUYPI","HRJGWCKETFYSZIDVMBANPOXQUL","IUYVSWDQFHZPTLMCBREKJXGNAO","MPNZESATIWCOFBDYXUKGRQLJVH","RSWMZITPDELAVFXHCQNBGOYJUK",3,7,10,"Endogenous"
"1039","main",158,"SH "," oneCued ",0," left ","H ","A ",0,0,0,12,"OENGCKULQXAZBVYRFWSMTDHIPJ","WKGODLTVZAFNHXBJIUEQPSYCMR","EXTRZUVFKJIGQYHDSPNWAOCBLM","MSYDXRWPGLFCAKHEZUBTJONIVQ","MZXGIKUPLCWHDTSAVEORNYFQJB","VUBLPTNXIQGFDWHKMZRACJSEYO",2,10,22,"Endogenous"
"1040","main",159,"SH "," oneCued ",0," left ","R ","P ",0,2,0,9,"JYICQSEWZKBXTLPAHOUMNDRVGF","LQWUVNXMBSGDZKTPRYCOHEIFAJ","FCAMKEGBDPSNXVZTLORIWYJHUQ","WANGKQHFZDMEIBVOUSCYRPJLTX","WPTICQAXOFDVYMUEZKRNGLBSHJ","LWTQEGVDOPZRCAJFHUYSNMBKXI",2,9,18,"Endogenous"
"1041","main",160,"SH "," oneCued ",0," left ","U ","F ",0,3,0,-1,"OCFRXZMEGQYITAWHKBPLVUNJSD","BCRGVNFPEUWTLJSDXOYMKZHAQI","PYRZVCHLBKGNTDUQAFISMEWOXJ","DYWMPTLAUFHJONEGKRVQZBCSIX","DOMAREFPQSBGNHULJCKVWZTIXY","KWYFHRQAPCTOIDBMGUNZVXLESJ",3,9,8,"Endogenous"
"1042","main",161,"SH "," oneCued ",0," left ","H ","T ",0,5,0,-1,"HFJVSMTUOAKPYDWXQCERZGINBL","MAFVBPLJYTEXSNZCRHWGUQIKDO","SVMGZKNFOJWUECDPTHRLIQBAYX","ZCBFWHLEVRYQIKJATDXNUPSMOG","AWBKOTCYFSLQZIHPRNXDGEUMJV","QRYOSUABHTPWNKCJZELIFMXVGD",4,9,8,"Endogenous"
"1043","main",162,"SH "," oneCued ",0," left ","T ","O ",0,2,0,11,"FHPXSBQVJKYCMIRNZGWAUTELOD","AHOMEVZBIRLKTDJNQGWPXYSCUF","DKHZUYEORIMNJWFLAQTBCPSXGV","MRQJVCODLKZHXSFIWBPEUGNYTA","TWLZMIKBDNPYSOVHQFCGERXUJA","APXYJFEILBKOVDZQCSWRUMGTNH",2,7,18,"Endogenous"
"1044","main",163,"SH "," oneCued ",0," right ","J ","P ",0,3,0,4,"YSXVAKHPCDRQGNWJFBIMUOZTLE","TGDRKQSJXUCONMVZHIAYFEWPBL","UORXLEIVWNSHZBAYTDPFQCKGMJ","IHDOCLMYEPVTXJNKABZUGRFQWS","AUDWHXKTGONFYCPRIMQLZESVBJ","QCSVAHYXIEJGDLROWFTMUZKNBP",3,9,13,"Endogenous"
"1045","main",164,"SH "," oneCued ",0," right ","D ","Y ",0,4,0,2,"DOXMJEARKLYHCZGUFQTNIWBPVS","YBNZKMESTJAGLCUFHRPQIWVXOD","NALXDHGPCWZVKJOMEIFBRSUYTQ","NOGLIHMUCPDASJVYWKQTEZXRBF","ITHXGNSVJYFDLZKQMACRBPEOWU","OZDPKSANGETICRLMFQWVBUYXHJ",2,9,11,"Endogenous"
"1046","main",165,"SH "," oneCued ",0," right ","S ","A ",0,0,0,4,"KWJFRPTIADOHSYGCXMEUVBQLZN","QFVXCMLJANREOPKWHZIYDUSGTB","MKCGPHFUADRIENOXLZBJQTWYVS","UEHSKCARTIVYBMNJXOZPWLQFDG","KXNOTBLAWHDRSUZIPYCQJVGEFM","MFHNUYEGOTBWPSJVACRXDQIZKL",2,8,12,"Endogenous"
"1047","main",166,"SH "," oneCued ",0," left ","J ","S ",0,5,0,-2,"FZKMTULGJBVYXOWACHNQEPRSDI","YHFJGNIUMLCEZRDBVXWTQPAOSK","ZJLPFMWDUINOQBEKXTSAGYRCHV","XQCWLNHDKZMYGPFBSTRAIEVOUJ","NSUOTEIYAXZCQWFRGHJBKDVLPM","IXOZGTJBSNWQLEVFRMCADKPYHU",2,8,6,"Endogenous"
"1048","main",167,"SH "," oneCued ",0," left ","H ","W ",0,4,0,4,"QRZXLTGAIDHCMNVSKWPOJUYBEF","UYARVPIWNCJSEMBFLOGDZHTQKX","WBUFRMQLDCIYTJENZKSAGHXPOV","XBVJFQGKRNAYCITLZMEDOSHUWP","TAKXBSWLDMHJPNIGYFQCRUZOVE","PJDYGAZLQTCIHFMVNWROUKSXBE",2,6,10,"Endogenous"
"1049","main",168,"SH "," oneCued ",0," left ","X ","C ",0,2,0,-10,"GYBROKXNTPLIZWMJSEAVFCUQHD","HRPZDWUGIKAFTJBCSQMNOEYLXV","XMZUHDLWGJCPBORYEKAFVNTQIS","DQJVULWEYZTXGHICNBRFMASKOP","XTDCHUIKMELYVANJPBGORQFSWZ","RMCFEQKYZXUGDWBAILJPSNOTHV",4,10,0,"Endogenous"
"1050","main",169,"SH "," oneCued ",0," right ","U ","D ",0,1,0,3,"BFJKMCVZUNLDRGOWSAYXEPIHQT","CTISJLOWQRDZFUYPMEXAGVNKBH","ODCQZPWXSEIMGYKATFRNUHLJVB","CSLYDPTAUFXQRIBZNOHMKWVGEJ","WIZDXQLPTRHCBUKYGSMFAJNEVO","VTCJNXAZRBGLUOKDQPYMFWESIH",3,10,13,"Endogenous"
"1051","main",170,"SH "," oneCued ",0," left ","P ","X ",0,0,0,3,"OCUVRYKMXWJPHTZDFSQGLAIBNE","MIWDQCEAZPXFLKBGHJORNVUSTY","PBSJEWDUZXICFKYAVQGHOLMTRN","MTGFVIXLZDWAJKCROBYHQUSPEN","MSIJXVKYZOCBWREGFPLTHUDANQ","AQFWJUTRZPIHXSLEOKYBMGCDVN",4,8,11,"Endogenous"
"1052","main",171,"SH "," oneCued ",0," right ","W ","X ",0,1,0,5,"YISLMCATGJRQZDFKPNOXUVHBWE","USLAVYXKONFWDBPRCIMGETHQJZ","WIVJZKMXTGPYRDOUHQSANELCFB","JNPIRDTAKWSCOVYMHUFXELQZGB","ZPNQORFMAGHYKEWSTXICDJULVB","VXADKUBNQRCZIWTEOPHMGJYFLS",2,6,11,"Endogenous"
"1053","main",172,"SH "," oneCued ",0," left ","H ","E ",0,5,0,-1,"ZIRNPGUBVWKOEDMSHYJQCFLXAT","WQHBYFLTUVKCDJRIXGASMENZOP","CXMUWKGBDZVPOAIRENSLJTFQYH","YPEVINRQTLFSBXODGWCMKZHAJU","LHUXCPNTJRSVQOGYKEBZDIMWFA","KXVYQHENSUDIJGCWOZPFRBALMT",4,6,5,"Endogenous"
"1054","main",173,"SH "," oneCued ",0," right ","W ","K ",0,5,0,8,"IGKHZRYXFPWCLDTVEOJQSUMBAN","SFGWRQBCOHILTEMZUYNXDVAPKJ","HZMXTCEFQJSVKYWANURBDIGOPL","TSGEQCPODNZWMKJURBIHXFLYAV","HGRXLQTUYFIOZKJASMBPDVENCW","ZCPTRSNLKYQJUGBDWIXFMHVAOE",4,8,16,"Endogenous"
"1055","main",174,"SH "," oneCued ",0," left ","W ","G ",0,4,0,4,"EOUGKAITQYVLFPSJZCDNBHRXMW","TZBWNXIVGSCOLHDMYKARUPFQJE","RPBGMVZFXYSQKLTWNADIUJOECH","BRDWXITFGHSKLQCJOYMAPEVZUN","JMZRKCDGQFHWEVBLTOPIYASXNU","TQVZXOMYGHRKPBLCSDFEJWAUIN",3,7,11,"Endogenous"
"1056","main",175,"SH "," oneCued ",0," left ","F ","B ",0,4,0,2,"MPJXUNZLCOWVYQFTDHSBEIRKGA","RGCPENOVKJDTLXHYUAQFIZMBSW","AHIGMJDLBUVSCFZNTOKYWEQPRX","JMHRGZICNASDYOUWQBVFTPKEXL","CWHRGYJKPUBZFILVAQOSXDNTEM","PSGIKAMCOTVUQYDFHZRLXBNEJW",3,10,12,"Endogenous"
"1057","main",176,"SH "," oneCued ",0," right ","G ","Y ",0,2,0,12,"TFMSNIQGACVPLBERDKWHXZOUJY","AZHFIBDUEXPJLQRKSNMVGOYWTC","MTSDXEYBKPUICQOVHNGAZJLFRW","SXIUFCWKLGYNVOQBPEJHMADTZR","LERCQKVIHYBAMOJTDUSXWFGZNP","SDKNQYCAZMJXIPBHOEVGUTWFRL",3,6,18,"Endogenous"
"1058","main",177,"SH "," oneCued ",0," right ","M ","A ",0,5,0,4,"HKQNFCUIPTGZDAMEVLRBYXSOWJ","ATWXIUPFBYECGMZLHDKQVRSJON","CIBTFGQZELPVRSXWUOKMNHADYJ","CODJPAFZWBKGEHVYMTQIXSUNRL","GLUXKYOJVBAHWZCTDPMRSNFEQI","SDZWRTHACLYMJFEKBOGQUXIVNP",4,7,11,"Endogenous"
"1059","main",178,"SH "," oneCued ",0," right ","U ","F ",0,2,0,5,"OWJPHQRXTILKFCGDEBYUZSMANV","QGCJMSLYXPKNDBHORATVIEWFUZ","VWDYHAMTCIFQNPZUKGRLSEOBXJ","PXUDGNFERVQLJIWCTKOYBMZAHS","QHIPSNYJEBCZRVMGWLKDUTOFAX","GYWCNPZRLTHASUDXIBEFKOVQJM",4,10,15,"Endogenous"
"1060","main",179,"SH "," oneCued ",0," right ","E ","M ",0,0,0,1,"FWBPSXOMEVNRGIAYCHQDJLTKUZ","OSIGYEMBNUKLVPAWXJTRQFDZHC","GLVUHNYMOBCQKDPIJSFWTAREZX","FITNQGHXCWUYJMESDAZRLOPKBV","SWAFJZLEHTKYCQMIXVBDPONURG","QGOHZIKYPWALUENFDTCSBMJRVX",3,7,8,"Endogenous"
"1061","main",180,"SH "," oneCued ",0," right ","J ","C ",0,5,0,9,"PEAFVGLKHNOZSUYCIMXWTRQJBD","JLEOYVZFSHGIUPDBKTWNQRCMAX","YBHMAFXZGLIRWDJVCKPTEUOSNQ","BIQRYPNALXWUOZMHVFCDEKTGSJ","PBDZKCULRXHWFJMGINOVQYATSE","LRWHSOKVQYCTXMNFUAGJBZDIPE",4,10,19,"Endogenous"
"1062","main",181,"SH "," oneCued ",0," right ","K ","X ",0,2,0,5,"MXLBSUODGIKPAQEFCWVRHYZTNJ","AVTSHRIMGPWFOULCYKDBZQXNEJ","ODZNJFWXAQEIKRPLGVMCYSHUTB","JYQRFKWNSGTHEUXBCODPMZLAVI","TYBXGNKAJHFMOCDIPELUQWSVZR","YWODSTMKBFGZAIXNQJERLVPHUC",3,7,12,"Endogenous"
"1063","main",182,"SH "," oneCued ",0," left ","B ","W ",0,3,0,6,"MJLYNPBVFCGASOHZQTDKXURWEI","NURXFQIVYKSTDCMHOZBEGAPJLW","MWGTJHODVNPKQSCYIELRAXFZUB","GAREXLPHWOSDZVBKYMQJCIUNFT","KRFWNTHZVBQMACDULSIOGYXJPE","HCMKEWFULTRBIGVYJXNZPSAQOD",3,8,14,"Endogenous"
"1064","main",183,"SH "," oneCued ",0," left ","H ","U ",0,3,0,19,"KZUQDGXEJNLBAOSHRTIYCFWMVP","PQGDMYVSIHLCXFWZBKTJERAOUN","UOZDXEMLYKANBTVQPSCWHIRGJF","DJBMXKUPWLNVIRYOSFEZCTAQGH","KWVLSQFAJBOCHZTGXDMNERPYIU","IDRKMBTQEASNXVFYZLPWUGOHJC",3,6,25,"Endogenous"
"1065","main",184,"SH "," oneCued ",0," right ","S ","L ",0,5,0,2,"XEYNTFIQRMOPAZJUKGSBCLHDWV","FSLJGMRXWPVEZHAYKUQIDBNTOC","KADOLCYBJTNXPURESMGHIVFQWZ","MWTQYADIJXESOLGKUHFBCRZVNP","XVQMTYUNPZWCABGFELIKRJSOHD","APOQCZJIYLWSTMERXFKGVBUHND",4,9,11,"Endogenous"
"1066","main",185,"SH "," oneCued ",0," left ","G ","C ",0,1,0,8,"RMSWPBKLXITGYCHFVQUDOJAENZ","ERNMTDVJQICOFWKBSPGUYZLXHA","ZPWHAUKNTREMCJBDOYLVFSGIXQ","JPKLEBOYUZHQFVCRXITMANDSWG","HYFBJRPUZVCXAQIEMTLDKNWSGO","YARLKVGXUWMTOINPQBFJCSDHEZ",3,10,18,"Endogenous"
